state,district,commodity,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,price_change_pct,market_signal,uncertainty_level,weather_risk_level,weather_disruption_score,weather_data_status,market_insight,uncertainty_insight,weather_insight,planning_context,farmer_insight,decision_warning,recommendation_status,market_data_status,forecast_data_status,explainability_status
Bihar,Patna City,Potato,1,2026-09-01,1794.5729032258066,1759.8407993124863,1706.497393924731,1839.3762981182792,-1.9353966534816258,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Potato is forecast to remain relatively stable, with an estimated change of -1.9%.","The estimated price range is ₹1,706 to ₹1,839. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Potato is forecast to remain relatively stable, with an estimated change of -1.9%. The estimated price range is ₹1,706 to ₹1,839. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Potato,2,2026-10-01,1794.5729032258066,1703.5745408125415,1621.0414046594983,1808.726489919355,-5.070753171949294,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 5.1% over the selected horizon.,"The estimated price range is ₹1,621 to ₹1,809. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 5.1% over the selected horizon. The estimated price range is ₹1,621 to ₹1,809. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Potato,3,2026-11-01,1794.5729032258066,1664.391036187963,1557.6071359447003,1780.503205376344,-7.254197742751896,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 7.3% over the selected horizon.,"The estimated price range is ₹1,558 to ₹1,781. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 7.3% over the selected horizon. The estimated price range is ₹1,558 to ₹1,781. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Rice,1,2026-09-01,3834.096129032258,3763.068024417573,3712.31784762603,3818.313449193549,-1.8525384399428961,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of -1.9%.","The estimated price range is ₹3,712 to ₹3,818. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of -1.9%. The estimated price range is ₹3,712 to ₹3,818. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Rice,2,2026-10-01,3834.096129032258,3691.434661811198,3616.382674193548,3778.854532258064,-3.720863077501091,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 3.7% over the selected horizon.,"The estimated price range is ₹3,616 to ₹3,779. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 3.7% over the selected horizon. The estimated price range is ₹3,616 to ₹3,779. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Rice,3,2026-11-01,3834.096129032258,3589.7283240730417,3534.9962862903226,3665.618485197132,-6.373544030595178,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 6.4% over the selected horizon.,"The estimated price range is ₹3,535 to ₹3,666. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 6.4% over the selected horizon. The estimated price range is ₹3,535 to ₹3,666. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Tomato,1,2026-09-01,2136.7748387096776,2039.310483648425,2001.6046854838712,2107.8485916129034,-4.561283355438047,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to decrease by 4.6% over the selected horizon.,"The estimated price range is ₹2,002 to ₹2,108. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Tomato is forecast to decrease by 4.6% over the selected horizon. The estimated price range is ₹2,002 to ₹2,108. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Tomato,2,2026-10-01,2136.7748387096776,1957.16693846154,1907.655201747312,2010.3646059139785,-8.405560426600514,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to decrease by 8.4% over the selected horizon.,"The estimated price range is ₹1,908 to ₹2,010. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Tomato is forecast to decrease by 8.4% over the selected horizon. The estimated price range is ₹1,908 to ₹2,010. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Tomato,3,2026-11-01,2136.7748387096776,1877.6615951586616,1847.6309498655912,1907.7162148233488,-12.126370961363682,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to decrease by 12.1% over the selected horizon.,"The estimated price range is ₹1,848 to ₹1,908. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Tomato is forecast to decrease by 12.1% over the selected horizon. The estimated price range is ₹1,848 to ₹1,908. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Wheat,1,2026-09-01,3143.7419354838707,3183.790245938336,3112.274167419355,3250.379045698925,1.273905787317782,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Wheat is forecast to remain relatively stable, with an estimated change of +1.3%.","The estimated price range is ₹3,112 to ₹3,250. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Wheat is forecast to remain relatively stable, with an estimated change of +1.3%. The estimated price range is ₹3,112 to ₹3,250. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Wheat,2,2026-10-01,3143.7419354838707,3325.986838523978,3238.246829032258,3425.7626555080096,5.797069440817725,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 5.8% over the selected horizon.,"The estimated price range is ₹3,238 to ₹3,426. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 5.8% over the selected horizon. The estimated price range is ₹3,238 to ₹3,426. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Bihar,Patna City,Wheat,3,2026-11-01,3143.7419354838707,3586.808173560276,3474.4250694470043,3656.568195340502,14.093594422476361,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 14.1% over the selected horizon.,"The estimated price range is ₹3,474 to ₹3,657. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 14.1% over the selected horizon. The estimated price range is ₹3,474 to ₹3,657. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Onion,1,2026-09-01,3211.674193548387,3297.1417146261697,3227.353826344086,3357.1729561290326,2.6611516588285937,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Onion is forecast to increase by 2.7% over the selected horizon.,"The estimated price range is ₹3,227 to ₹3,357. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Onion is forecast to increase by 2.7% over the selected horizon. The estimated price range is ₹3,227 to ₹3,357. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Onion,2,2026-10-01,3211.674193548387,3263.7635563071426,3214.655668556068,3329.3621625806454,1.6218756828881589,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Onion is forecast to remain relatively stable, with an estimated change of +1.6%.","The estimated price range is ₹3,215 to ₹3,329. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Onion is forecast to remain relatively stable, with an estimated change of +1.6%. The estimated price range is ₹3,215 to ₹3,329. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Onion,3,2026-11-01,3211.674193548387,3230.717587911261,3150.73274623656,3304.8043354838715,0.5929429081296128,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Onion is forecast to remain relatively stable, with an estimated change of +0.6%.","The estimated price range is ₹3,151 to ₹3,305. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Onion is forecast to remain relatively stable, with an estimated change of +0.6%. The estimated price range is ₹3,151 to ₹3,305. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Potato,1,2026-09-01,1805.4212903225805,1716.0150141245383,1691.8102362903223,1749.1555751440094,-4.952100469695229,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 5.0% over the selected horizon.,"The estimated price range is ₹1,692 to ₹1,749. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 5.0% over the selected horizon. The estimated price range is ₹1,692 to ₹1,749. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Potato,2,2026-10-01,1805.4212903225805,1650.5707926562227,1594.0991658602152,1730.5998182192234,-8.57697305866434,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 8.6% over the selected horizon.,"The estimated price range is ₹1,594 to ₹1,731. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 8.6% over the selected horizon. The estimated price range is ₹1,594 to ₹1,731. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Potato,3,2026-11-01,1805.4212903225805,1597.5335230128064,1561.3389124253288,1654.7199161290323,-11.514640290556786,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 11.5% over the selected horizon.,"The estimated price range is ₹1,561 to ₹1,655. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 11.5% over the selected horizon. The estimated price range is ₹1,561 to ₹1,655. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Rice,1,2026-09-01,3546.389677419355,3591.084221036537,3535.872129185868,3678.895887557604,1.2602829266553046,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of +1.3%.","The estimated price range is ₹3,536 to ₹3,679. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of +1.3%. The estimated price range is ₹3,536 to ₹3,679. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Rice,2,2026-10-01,3546.389677419355,3564.962388666924,3515.165107580645,3646.2566755299536,0.5237075712752551,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of +0.5%.","The estimated price range is ₹3,515 to ₹3,646. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of +0.5%. The estimated price range is ₹3,515 to ₹3,646. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Rice,3,2026-11-01,3546.389677419355,3447.162940521945,3392.86592655914,3531.5956797235026,-2.7979648578724547,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 2.8% over the selected horizon.,"The estimated price range is ₹3,393 to ₹3,532. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 2.8% over the selected horizon. The estimated price range is ₹3,393 to ₹3,532. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Tomato,1,2026-09-01,2054.6167741935483,2122.219612111548,2083.0491836661545,2179.661234767025,3.2902893993228663,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 3.3% over the selected horizon.,"The estimated price range is ₹2,083 to ₹2,180. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 3.3% over the selected horizon. The estimated price range is ₹2,083 to ₹2,180. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Tomato,2,2026-10-01,2054.6167741935483,2121.062649987515,2081.2905808064515,2165.322177419355,3.233979038258724,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 3.2% over the selected horizon.,"The estimated price range is ₹2,081 to ₹2,165. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 3.2% over the selected horizon. The estimated price range is ₹2,081 to ₹2,165. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Tomato,3,2026-11-01,2054.6167741935483,2098.914840394919,2055.698776344086,2147.4646340053764,2.1560257249801684,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 2.2% over the selected horizon.,"The estimated price range is ₹2,056 to ₹2,147. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 2.2% over the selected horizon. The estimated price range is ₹2,056 to ₹2,147. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Wheat,1,2026-09-01,3361.419032258065,3475.906521048797,3429.687137781036,3517.238739872565,3.405927309033654,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 3.4% over the selected horizon.,"The estimated price range is ₹3,430 to ₹3,517. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 3.4% over the selected horizon. The estimated price range is ₹3,430 to ₹3,517. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Wheat,2,2026-10-01,3361.419032258065,3651.391045974594,3597.414852956989,3732.553120967742,8.626476227265771,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 8.6% over the selected horizon.,"The estimated price range is ₹3,597 to ₹3,733. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 8.6% over the selected horizon. The estimated price range is ₹3,597 to ₹3,733. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Dhanbad,Wheat,3,2026-11-01,3361.419032258065,3773.422224627522,3722.702667741936,3820.214146390169,12.256823336086436,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 12.3% over the selected horizon.,"The estimated price range is ₹3,723 to ₹3,820. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 12.3% over the selected horizon. The estimated price range is ₹3,723 to ₹3,820. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Onion,1,2026-09-01,2985.169032258065,2910.329725118361,2855.883414784946,2959.066641251222,-2.5070375020972766,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Onion is forecast to decrease by 2.5% over the selected horizon.,"The estimated price range is ₹2,856 to ₹2,959. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Onion is forecast to decrease by 2.5% over the selected horizon. The estimated price range is ₹2,856 to ₹2,959. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Onion,2,2026-10-01,2985.169032258065,2933.3116397124904,2859.367324516129,3009.0434248387096,-1.7371677109469414,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Onion is forecast to remain relatively stable, with an estimated change of -1.7%.","The estimated price range is ₹2,859 to ₹3,009. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Onion is forecast to remain relatively stable, with an estimated change of -1.7%. The estimated price range is ₹2,859 to ₹3,009. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Onion,3,2026-11-01,2985.169032258065,3026.2868938139723,2947.1561596774195,3135.437364874552,1.3774048005852702,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Onion is forecast to remain relatively stable, with an estimated change of +1.4%.","The estimated price range is ₹2,947 to ₹3,135. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Onion is forecast to remain relatively stable, with an estimated change of +1.4%. The estimated price range is ₹2,947 to ₹3,135. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Potato,1,2026-09-01,1573.6029032258066,1517.1804951243553,1486.292603686636,1555.5648846953409,-3.585555668827772,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 3.6% over the selected horizon.,"The estimated price range is ₹1,486 to ₹1,556. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 3.6% over the selected horizon. The estimated price range is ₹1,486 to ₹1,556. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Potato,2,2026-10-01,1573.6029032258066,1495.6303939645406,1440.7592229390682,1533.0543034946234,-4.95503084681823,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 5.0% over the selected horizon.,"The estimated price range is ₹1,441 to ₹1,533. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 5.0% over the selected horizon. The estimated price range is ₹1,441 to ₹1,533. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Potato,3,2026-11-01,1573.6029032258066,1496.796878963191,1447.410616845878,1551.474783333333,-4.88090255204583,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to decrease by 4.9% over the selected horizon.,"The estimated price range is ₹1,447 to ₹1,551. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Potato is forecast to decrease by 4.9% over the selected horizon. The estimated price range is ₹1,447 to ₹1,551. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Rice,1,2026-09-01,3284.445806451613,3438.3445363136907,3380.1511372247824,3495.948151438106,4.685683336889761,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to increase by 4.7% over the selected horizon.,"The estimated price range is ₹3,380 to ₹3,496. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Rice is forecast to increase by 4.7% over the selected horizon. The estimated price range is ₹3,380 to ₹3,496. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
