state,district,market,commodity,month,avg_min_price,avg_max_price,avg_modal_price,min_modal_price,max_modal_price,median_modal_price,std_modal_price,observation_count
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-04-01,1730.7866666666666,1953.9676666666667,1840.9186666666667,1714.9,1924.58,1845.6750000000002,44.595572358957206,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-05-01,1751.4638709677417,2009.3216129032257,1875.305806451613,1799.47,1964.84,1868.86,41.43993402296822,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-06-01,1757.5966666666668,1999.409,1875.0583333333334,1783.76,1944.82,1882.5,34.81895263565056,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-07-01,1743.1451612903227,1986.3964516129033,1861.8719354838709,1781.04,1967.32,1872.01,44.353109204756215,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-08-01,1680.3290322580644,1903.138064516129,1782.2374193548387,1690.89,1853.63,1786.59,41.54241077643766,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-09-01,1579.111,1805.7896666666668,1692.883,1631.44,1763.48,1688.075,38.44092576211299,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-10-01,1518.7451612903226,1721.27,1622.5116129032258,1549.29,1691.34,1617.15,39.67046131122207,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-11-01,1469.6073333333334,1686.6003333333333,1579.406,1488.76,1662.0,1584.165,37.9377874220777,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2025-12-01,1464.7790322580645,1676.438387096774,1572.9474193548388,1457.31,1676.87,1564.57,45.705985382496095,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-01-01,1510.5316129032258,1720.078064516129,1610.5551612903225,1539.52,1694.61,1603.73,38.47747183924357,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-02-01,1572.0521428571428,1775.909642857143,1679.5575000000001,1573.92,1781.12,1681.355,50.32845249513983,28
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-03-01,1668.3890322580644,1889.0206451612903,1776.215806451613,1685.72,1887.78,1778.36,49.11319149164119,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-04-01,1732.4583333333333,1971.948,1849.3196666666665,1759.0,1949.57,1853.41,46.562066437385916,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-05-01,1776.8809677419354,2030.4593548387097,1905.4596774193549,1808.83,2023.54,1906.72,51.02040790924568,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-06-01,1774.0970000000002,2041.817,1911.1543333333332,1766.07,2010.24,1910.49,52.57551361897335,30
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-07-01,1746.7777419354838,1992.8016129032258,1870.3651612903225,1795.7,1967.08,1868.81,41.43573183223776,31
Jharkhand,Dhanbad,Dhanbad Market,Potato,2026-08-01,1686.9706451612901,1922.4825806451613,1805.4212903225805,1720.78,1889.3,1810.09,43.29025685162391,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-01-01,2973.136129032258,3373.4083870967743,3172.6525806451614,2988.46,3364.62,3172.04,84.25239454431933,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-02-01,2893.887142857143,3289.565,3095.0617857142856,2865.14,3311.77,3105.395,111.76970029529714,28
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-03-01,2844.1609677419356,3247.8170967741935,3050.662580645161,2881.68,3284.19,3052.27,91.284746953977,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-04-01,2935.4023333333334,3348.7436666666667,3134.186333333333,2927.87,3315.96,3117.325,86.30608603158845,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-05-01,3020.180322580645,3451.7787096774196,3233.758387096774,3056.28,3468.39,3245.69,95.51419577203436,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-06-01,3089.0313333333334,3563.4593333333332,3336.062,3131.22,3571.34,3327.575,107.37158233170337,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-07-01,3218.096129032258,3727.6499999999996,3474.279677419355,3279.21,3669.15,3482.95,88.6748545900084,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-08-01,3295.125483870968,3757.359032258065,3529.7706451612903,3322.67,3705.22,3542.71,79.78010967383968,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-09-01,3330.925666666667,3807.978666666667,3569.9570000000003,3319.56,3754.48,3565.4049999999997,96.09160550906802,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-10-01,3285.354193548387,3748.7867741935484,3533.0106451612905,3372.06,3792.16,3529.1,83.18045807902566,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-11-01,3196.4966666666664,3618.4436666666666,3409.918,3263.61,3557.56,3399.635,77.95337007600705,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2023-12-01,3080.7716129032256,3515.33,3291.172258064516,3124.16,3690.0,3275.55,104.82766618629138,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-01-01,2984.665483870968,3364.1964516129033,3188.2951612903225,2935.65,3483.48,3180.83,120.65276037375368,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-02-01,2898.9096551724137,3297.268275862069,3111.132068965517,2969.7,3273.07,3108.67,69.26905887187347,29
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-03-01,2891.857419354839,3300.937096774194,3093.185483870968,2875.37,3341.65,3080.15,88.4827853629812,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-04-01,2934.597,3333.7226666666666,3131.6873333333333,2909.99,3363.79,3120.165,108.00772979788044,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-05-01,2998.454516129032,3420.1825806451616,3220.5009677419353,2918.3,3396.76,3236.44,113.85705717711252,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-06-01,3150.223,3601.8353333333334,3391.1683333333335,3136.4,3546.89,3395.0150000000003,98.29742063769022,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-07-01,3258.049677419355,3695.188064516129,3468.313548387097,3263.16,3579.78,3489.25,78.16504971526112,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-08-01,3319.864193548387,3772.7474193548387,3540.093870967742,3378.19,3746.57,3544.9,86.15863155356396,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-09-01,3359.05,3801.2166666666667,3577.072333333333,3405.82,3706.65,3590.1549999999997,82.16380949614947,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-10-01,3298.124838709677,3771.23,3537.61064516129,3386.48,3749.84,3526.56,80.33174125402248,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-11-01,3171.4526666666666,3640.6413333333335,3409.999666666667,3156.23,3672.07,3406.06,116.5760950086734,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2024-12-01,3115.82935483871,3554.218064516129,3334.3970967741934,3083.2,3514.26,3345.66,101.38840115100433,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-01-01,2952.8932258064515,3340.249677419355,3167.205483870968,2996.32,3437.48,3156.71,114.08308480631456,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-02-01,2900.883214285714,3309.7907142857143,3118.661071428571,2931.57,3251.07,3132.955,89.05273719832105,28
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-03-01,2908.5590322580647,3312.002258064516,3117.4467741935487,2910.47,3272.69,3121.84,86.74290562296139,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-04-01,2942.353,3343.8316666666665,3144.9226666666664,2874.74,3413.48,3148.77,109.08673666757838,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-05-01,3044.0980645161294,3470.363870967742,3258.993548387097,3110.78,3446.58,3248.92,96.27170236881263,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-06-01,3153.085,3608.2686666666664,3362.6966666666663,3183.69,3586.55,3363.5550000000003,106.67833889082522,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-07-01,3243.3529032258066,3711.2887096774193,3464.8567741935485,3289.99,3618.29,3468.9,73.93303322994815,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-08-01,3331.353870967742,3751.506451612903,3548.2264516129035,3368.73,3815.06,3541.37,104.44265075623703,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-09-01,3321.8143333333333,3761.9376666666667,3551.406,3343.78,3667.05,3559.76,71.73347276190353,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-10-01,3278.268064516129,3749.8051612903228,3532.8932258064515,3365.98,3699.01,3556.96,89.09972264779493,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-11-01,3198.675666666667,3631.7123333333334,3421.724,3244.82,3613.41,3418.37,92.10741269356905,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2025-12-01,3082.726129032258,3494.3567741935485,3281.4880645161293,2989.19,3639.12,3265.43,123.75998538621327,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-01-01,3018.9993548387097,3405.5409677419357,3202.869677419355,2980.89,3475.95,3170.03,106.30669328202784,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-02-01,2941.5924999999997,3328.2875,3127.0025,2954.6,3335.24,3133.26,81.50168067455901,28
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-03-01,2918.158709677419,3298.4177419354837,3116.5535483870967,2981.82,3300.84,3106.21,78.40077969630954,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-04-01,2967.112666666667,3395.787,3169.574666666667,2994.52,3380.1,3189.725,101.52695985535675,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-05-01,3073.896129032258,3480.0661290322582,3268.3396774193548,3012.98,3430.65,3274.84,91.5918211954129,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-06-01,3158.0,3603.787,3383.631,3241.71,3561.62,3376.635,81.44488956893824,30
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-07-01,3261.603548387097,3710.778064516129,3491.458387096774,3276.35,3681.97,3496.62,92.87498188772477,31
Jharkhand,Dhanbad,Dhanbad Market,Rice,2026-08-01,3298.1529032258068,3769.5890322580644,3546.389677419355,3352.89,3694.82,3560.12,81.86744401709672,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-01-01,1790.0022580645161,2049.2767741935486,1917.1535483870969,1819.03,2028.93,1925.56,43.622021239154556,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-02-01,1750.7460714285714,1987.304285714286,1866.2450000000001,1746.39,1963.69,1870.5900000000001,53.10552593831638,28
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-03-01,1712.3096774193548,1947.929677419355,1835.9641935483871,1707.12,1921.18,1831.35,47.37327979457015,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-04-01,1691.9023333333332,1933.7686666666666,1817.7943333333335,1718.92,1947.61,1819.885,52.508022945814304,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-05-01,1721.6996774193549,1955.111935483871,1828.954516129032,1743.46,1968.46,1826.91,46.04024557121807,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-06-01,1771.9063333333334,2013.2573333333335,1887.8226666666667,1776.37,1979.0,1882.8,53.098973425581185,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-07-01,1833.3467741935483,2088.5287096774196,1961.304193548387,1891.08,2071.25,1957.74,43.365761054407365,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-08-01,1913.7332258064514,2189.306129032258,2042.2861290322583,1946.97,2193.37,2035.74,53.07945526456351,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-09-01,1947.7086666666667,2220.365,2081.9363333333336,1908.65,2185.16,2074.67,60.54469295250104,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-10-01,1934.1219354838709,2221.238387096774,2084.605806451613,1996.13,2180.85,2088.32,56.060991475011356,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-11-01,1919.2526666666668,2182.909666666667,2057.42,1911.62,2179.62,2055.45,57.35799911144889,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2023-12-01,1872.4074193548386,2138.0848387096776,2006.639677419355,1917.09,2091.43,2001.42,45.338789903265805,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-01-01,1802.1519354838708,2049.978064516129,1932.9832258064516,1789.78,2032.4,1933.19,57.58042893131287,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-02-01,1725.7120689655173,1965.1689655172415,1850.641724137931,1743.58,1941.45,1855.38,49.309776708722154,29
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-03-01,1714.6054838709676,1970.0503225806451,1843.6100000000001,1709.13,1947.43,1850.02,49.20047337170651,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-04-01,1676.075,1900.044,1789.8023333333333,1707.43,1874.08,1786.54,41.15230698551277,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-05-01,1714.2964516129034,1947.4648387096775,1836.301935483871,1723.18,1940.56,1841.09,44.63429312530559,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-06-01,1793.2453333333333,2031.3486666666665,1903.7443333333333,1750.35,2023.32,1908.06,60.53243471882255,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-07-01,1845.587741935484,2080.52935483871,1961.5767741935483,1856.0,2082.54,1963.09,57.62238242136449,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-08-01,1875.0135483870968,2146.514193548387,2017.0574193548387,1912.13,2131.6,2024.67,51.22450682812806,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-09-01,1960.3676666666665,2214.137333333333,2085.1656666666668,1995.1,2191.33,2094.455,49.8832767003915,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-10-01,1946.8780645161291,2216.373225806452,2085.299677419355,1993.65,2153.28,2085.72,42.432316810333155,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-11-01,1950.502,2219.52,2079.64,1911.26,2181.28,2070.81,56.53395049543836,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2024-12-01,1869.8780645161291,2117.738387096774,1995.5606451612903,1853.46,2100.74,2006.33,60.19954407000568,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-01-01,1807.5912903225808,2064.1403225806453,1933.991935483871,1854.93,2058.98,1934.35,52.059844308856285,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-02-01,1761.6464285714285,2010.9071428571428,1888.7964285714286,1768.06,1977.06,1885.0,51.44689237379296,28
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-03-01,1729.3700000000001,1972.7232258064516,1843.264193548387,1731.83,1962.71,1834.02,56.220149933050045,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-04-01,1702.0833333333333,1943.1660000000002,1821.405,1734.13,1922.51,1817.49,49.336792017233215,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-05-01,1744.0529032258064,1981.4951612903226,1861.8993548387095,1762.23,1962.11,1856.38,53.55489469914543,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-06-01,1763.558,2022.0193333333334,1903.658,1727.23,2001.01,1914.49,63.49211069101428,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-07-01,1858.851935483871,2100.6370967741937,1981.4651612903226,1900.45,2072.41,1970.26,50.78362300787965,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-08-01,1917.8264516129034,2184.152258064516,2053.634193548387,1958.86,2183.96,2058.83,60.636254434355976,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-09-01,1966.736,2232.7533333333336,2093.0086666666666,1976.48,2194.08,2085.545,59.459061357132605,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-10-01,1951.0003225806452,2218.3954838709674,2088.0970967741937,1992.59,2169.09,2082.28,48.737017635027534,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-11-01,1941.711,2221.274,2081.165,2015.12,2161.62,2071.15,42.146554058019035,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2025-12-01,1904.2329032258065,2170.719677419355,2029.6703225806452,1916.07,2117.12,2020.26,53.49811438944203,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-01-01,1821.421935483871,2095.0570967741933,1961.0441935483873,1852.29,2090.38,1961.63,59.458991906141705,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-02-01,1764.8021428571428,2009.8203571428571,1882.6832142857143,1781.41,2003.96,1881.465,51.17159600241003,28
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-03-01,1732.9083870967743,1978.3729032258063,1850.8799999999999,1772.29,1953.74,1851.15,48.23075678444203,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-04-01,1706.7733333333333,1951.9193333333335,1837.6993333333335,1724.98,1907.77,1848.875,47.36591819480306,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-05-01,1715.0325806451613,1955.8806451612904,1838.350322580645,1732.13,1967.91,1843.18,54.10125103198461,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-06-01,1798.0983333333331,2050.235,1922.4483333333333,1792.53,2025.31,1925.035,48.9253890850798,30
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-07-01,1858.4703225806452,2120.956129032258,1990.0364516129032,1825.67,2167.58,1985.76,68.00533506269379,31
Jharkhand,Dhanbad,Dhanbad Market,Tomato,2026-08-01,1929.3870967741937,2194.829677419355,2054.6167741935483,1931.56,2142.21,2066.05,55.71039342810263,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-01-01,3543.2293548387097,4042.7103225806454,3795.122258064516,3642.87,3935.97,3805.09,83.46385004737799,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-02-01,3475.4500000000003,3971.2510714285713,3723.9589285714287,3495.48,3910.74,3716.4700000000003,93.210661182446,28
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-03-01,3351.9629032258067,3792.9412903225802,3574.513870967742,3343.86,3783.29,3595.36,105.24402575846986,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-04-01,3161.938,3610.728666666667,3382.963666666667,3146.36,3499.16,3374.6400000000003,78.9791041541275,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-05-01,3037.46935483871,3483.614193548387,3268.1341935483874,3119.48,3418.91,3276.52,78.24760915513409,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-06-01,2949.328666666667,3360.546333333333,3145.3070000000002,2915.11,3361.43,3167.69,109.18333064479053,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-07-01,2949.918064516129,3386.3996774193547,3180.732258064516,3026.29,3345.03,3186.91,93.15547422489199,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-08-01,3084.2151612903226,3520.0287096774196,3307.1448387096775,3077.22,3468.08,3300.33,90.16385151012456,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-09-01,3180.18,3624.739,3412.124333333333,3199.15,3609.95,3407.1,93.39161406211183,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-10-01,3424.43,3875.2406451612906,3625.2754838709675,3394.83,3781.98,3643.72,104.0525424914006,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-11-01,3490.0919999999996,4008.097,3757.359,3572.88,3934.18,3771.785,95.41183044371749,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2023-12-01,3559.363870967742,4086.162580645161,3836.8216129032257,3672.06,3978.95,3821.84,79.18196642741212,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-01-01,3585.8990322580644,4090.9780645161286,3838.8474193548386,3666.49,4020.13,3829.2,87.4430215232656,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-02-01,3465.7644827586205,3956.5093103448276,3707.9844827586207,3544.24,3893.07,3698.23,91.04700934863288,29
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-03-01,3360.0574193548387,3805.570322580645,3584.0806451612902,3460.47,3750.58,3565.04,78.58499826877431,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-04-01,3178.2973333333334,3638.5153333333337,3419.5156666666667,3247.12,3601.99,3398.42,99.2794209562198,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-05-01,3009.9445161290323,3482.3380645161287,3252.8464516129034,3046.27,3395.89,3270.71,84.01441021429554,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-06-01,2944.466,3343.623666666667,3152.871,2946.3,3292.76,3155.8199999999997,67.91797326237706,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-07-01,2974.5061290322583,3392.71935483871,3190.984838709677,3057.69,3369.62,3187.81,91.06592172234235,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-08-01,3088.2458064516127,3522.3793548387093,3304.994193548387,3114.17,3485.22,3306.12,88.03698434083235,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-09-01,3249.5376666666666,3693.494,3464.6406666666667,3231.46,3629.32,3495.7799999999997,123.98307962791925,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-10-01,3378.445806451613,3853.533870967742,3633.312258064516,3462.07,3940.58,3611.62,101.05210974903584,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-11-01,3557.1059999999998,4058.7943333333333,3808.4583333333335,3586.47,3976.36,3831.16,105.21123301387009,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2024-12-01,3590.4896774193544,4120.637741935484,3856.9812903225807,3713.06,4024.21,3860.65,80.72017177640852,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-01-01,3569.222580645161,4100.0274193548385,3848.085806451613,3699.14,3986.51,3853.63,83.29822818340503,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-02-01,3484.292857142857,4002.1978571428567,3740.752857142857,3524.58,3929.83,3742.24,89.10646789747655,28
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-03-01,3406.284193548387,3858.845806451613,3628.264516129032,3469.91,3807.84,3643.17,89.91660020406695,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-04-01,3231.8486666666668,3633.2426666666665,3425.574666666667,3246.59,3644.25,3429.705,90.20381893182275,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-05-01,3042.521935483871,3475.4645161290323,3269.3932258064515,3081.4,3507.03,3272.3,106.85259140164688,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-06-01,2953.7070000000003,3396.436333333333,3186.2110000000002,2879.91,3357.23,3182.075,101.90685616507011,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-07-01,3002.9119354838713,3458.087741935484,3227.8996774193547,3009.01,3361.99,3231.09,89.38532633058858,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-08-01,3105.371612903226,3526.301935483871,3316.9880645161293,3048.89,3531.18,3324.38,109.783593474294,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-09-01,3285.9440000000004,3720.1306666666665,3496.537,3293.49,3798.35,3488.82,104.3478240656764,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-10-01,3386.011612903226,3861.4845161290323,3633.7325806451613,3456.97,3820.92,3639.3,82.43217628118042,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-11-01,3530.5246666666667,4008.7636666666667,3788.528,3578.07,3965.91,3808.68,84.4016250619824,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2025-12-01,3678.42,4188.767096774193,3907.065483870968,3776.83,4086.12,3902.24,89.04340540203634,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-01-01,3619.6490322580644,4112.294516129033,3869.7735483870965,3605.55,4079.94,3885.03,105.93405242723378,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-02-01,3558.322142857143,4027.4392857142857,3790.8760714285713,3619.07,3934.09,3778.715,85.79967691121468,28
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-03-01,3387.0719354838707,3893.547096774194,3647.61,3493.87,3823.8,3630.28,84.6825755788443,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-04-01,3240.098,3681.949333333333,3464.8503333333333,3315.94,3633.54,3453.5950000000003,89.74434530196419,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-05-01,3089.579032258064,3518.7393548387095,3307.873225806452,3146.25,3569.92,3295.42,104.38705674514426,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-06-01,3003.536,3433.0956666666666,3226.192,3032.64,3425.9,3220.13,107.88101269134599,30
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-07-01,3061.5606451612903,3470.6345161290324,3263.2287096774194,3089.86,3473.61,3263.05,83.0641672340099,31
Jharkhand,Dhanbad,Dhanbad Market,Wheat,2026-08-01,3161.1925806451613,3570.8683870967743,3361.419032258065,3112.04,3573.2,3360.72,91.84235062884814,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-01-01,3100.408709677419,3533.783870967742,3300.4709677419355,3171.93,3438.97,3299.98,70.86689844842164,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-02-01,3250.4160714285713,3693.942142857143,3479.2725,3154.57,3677.96,3499.105,105.89857193542774,28
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-03-01,3333.3374193548384,3821.977096774194,3569.5990322580647,3457.19,3738.83,3559.37,74.66625678554932,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-04-01,3345.5946666666664,3840.479,3592.3426666666664,3496.88,3755.88,3580.4700000000003,68.4353643169626,30
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-05-01,3260.8670967741937,3726.7254838709678,3502.3387096774195,3329.37,3695.94,3508.97,94.59339884445556,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-06-01,3110.4809999999998,3532.2830000000004,3334.425666666667,3139.23,3500.65,3341.565,87.37221418511255,30
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-07-01,2901.880322580645,3287.095483870968,3108.110322580645,2969.47,3240.01,3113.42,78.50547379997882,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-08-01,2758.093870967742,3124.314516129032,2927.737741935484,2748.76,3152.91,2946.54,98.00707276211162,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-09-01,2639.1033333333335,3013.201666666667,2827.4596666666666,2673.59,2999.01,2822.66,91.17980404345194,30
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-10-01,2651.408709677419,3028.047419354839,2834.7412903225804,2641.56,2953.11,2833.08,66.91781629939499,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-11-01,2719.0833333333335,3106.351666666667,2915.0556666666666,2729.88,3088.16,2903.6450000000004,74.9853788361131,30
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2023-12-01,2901.217419354839,3292.48,3094.9906451612906,2920.91,3288.9,3104.63,73.16928198524667,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2024-01-01,3096.0870967741935,3555.5867741935485,3323.545483870968,3106.66,3548.6,3321.18,85.69650657363321,31
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2024-02-01,3300.6386206896555,3745.441724137931,3526.724827586207,3336.43,3655.82,3524.59,74.59005193248403,29
Jharkhand,Jamshedpur,Jamshedpur Market,Onion,2024-03-01,3391.681612903226,3872.261290322581,3616.7290322580648,3485.64,3801.01,3616.2,70.42249031641525,31
