state,district,market,commodity,current_month,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,uncertainty_width,price_change_pct,market_signal
Jharkhand,Jamshedpur,Jamshedpur Market,Potato,2026-08-01,3,2026-11-01,1573.6029032258066,1496.796878963191,1447.410616845878,1551.4747833333333,104.0641664874554,-4.88090255204583,FALLING
Jharkhand,Jamshedpur,Jamshedpur Market,Rice,2026-08-01,3,2026-11-01,3284.445806451613,3763.604590245442,3713.7638010752685,3812.933414623656,99.16961354838759,14.588725527229618,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Tomato,2026-08-01,3,2026-11-01,2066.0709677419354,2181.366436011684,2133.425535752688,2233.9775544354834,100.55201868279528,5.58042148938176,RISING
Jharkhand,Jamshedpur,Jamshedpur Market,Wheat,2026-08-01,3,2026-11-01,3126.059677419355,3628.5311694577117,3557.4274726574504,3706.173481413211,148.7460087557606,16.073637226694284,RISING
Jharkhand,Ranchi,Ranchi Market,Onion,2026-08-01,3,2026-11-01,3204.0106451612905,3432.443632436271,3378.9700117204306,3477.5971477534563,98.62713603302564,7.12959514101368,RISING
Jharkhand,Ranchi,Ranchi Market,Potato,2026-08-01,3,2026-11-01,1445.6093548387096,1541.1663099565478,1499.649126314827,1599.0060432795701,99.35691696474305,6.610150577539656,RISING
Jharkhand,Ranchi,Ranchi Market,Rice,2026-08-01,3,2026-11-01,3673.556129032258,3562.0286315498274,3474.213698986175,3662.4290629032253,188.21536391705013,-3.0359546326521163,FALLING
Jharkhand,Ranchi,Ranchi Market,Tomato,2026-08-01,3,2026-11-01,1601.7548387096774,1770.967028858525,1730.7225875192016,1834.8442062041306,104.12161868492899,10.56417536938172,RISING
Jharkhand,Ranchi,Ranchi Market,Wheat,2026-08-01,3,2026-11-01,3725.158064516129,3690.4742062736163,3638.2823856374807,3769.415479120235,131.13309348275425,-0.9310707798654907,STABLE
Uttar Pradesh,Kanpur,Kanpur Market,Onion,2026-08-01,3,2026-11-01,3035.7767741935486,3007.065842017461,2869.1805489247313,3112.4080403225807,243.22749139784946,-0.9457524156635236,STABLE
Uttar Pradesh,Kanpur,Kanpur Market,Potato,2026-08-01,3,2026-11-01,1583.9135483870969,1811.8089625709788,1764.2166555555557,1856.1245124470513,91.90785689149561,14.388122029510287,RISING
Uttar Pradesh,Kanpur,Kanpur Market,Rice,2026-08-01,3,2026-11-01,3803.744516129033,3571.2867209917417,3519.434989247312,3625.4024428571424,105.9674536098305,-6.111288341043924,FALLING
Uttar Pradesh,Kanpur,Kanpur Market,Tomato,2026-08-01,3,2026-11-01,1933.9774193548387,1962.195465392265,1919.0147637096773,2058.1006003686634,139.08583665898618,1.4590680198758315,STABLE
Uttar Pradesh,Kanpur,Kanpur Market,Wheat,2026-08-01,3,2026-11-01,3718.115806451613,3323.9173978361587,3240.06355483871,3415.6336933124862,175.5701384737763,-10.602101417375106,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Onion,2026-08-01,3,2026-11-01,2812.340967741936,3250.2366227931384,3181.2787115207375,3329.995108064516,148.7163965437785,15.570503721772916,RISING
Uttar Pradesh,Lucknow,Lucknow Market,Potato,2026-08-01,3,2026-11-01,1743.497741935484,1573.999648219265,1543.7237777777777,1605.6209034408603,61.897125663082534,-9.721727171728743,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Rice,2026-08-01,3,2026-11-01,3173.998387096774,3117.6313102537792,3069.8187676344082,3203.7309135483874,133.9121459139792,-1.775901244063112,STABLE
Uttar Pradesh,Lucknow,Lucknow Market,Tomato,2026-08-01,3,2026-11-01,2101.3787096774195,1846.5413505602698,1828.9654224910396,1869.6710427547362,40.705620263696574,-12.127150519968362,FALLING
Uttar Pradesh,Lucknow,Lucknow Market,Wheat,2026-08-01,3,2026-11-01,3145.2951612903225,3002.5691925237334,2950.739076920123,3066.6968518996414,115.95777497951849,-4.5377607330193275,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Onion,2026-08-01,3,2026-11-01,2787.4845161290323,3251.818407160304,3168.2391633064517,3326.1081596774193,157.86899637096758,16.657810593907453,RISING
Uttar Pradesh,Varanasi,Varanasi Market,Potato,2026-08-01,3,2026-11-01,1730.058387096774,1563.9408774881463,1539.9227351766515,1588.0059743471586,48.08323917050711,-9.601844125468556,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Rice,2026-08-01,3,2026-11-01,3843.6506451612895,3644.1504865635156,3564.9158852534565,3740.658322580645,175.74243732718833,-5.190382191704166,FALLING
Uttar Pradesh,Varanasi,Varanasi Market,Tomato,2026-08-01,3,2026-11-01,1861.1583870967745,2034.3156379187217,1971.329893018982,2099.8839118996416,128.55401888065967,9.303735352263898,RISING
Uttar Pradesh,Varanasi,Varanasi Market,Wheat,2026-08-01,3,2026-11-01,3208.081612903226,3291.708023914216,3206.511708870968,3397.85721812596,191.34550925499207,2.606742006644602,RISING
West Bengal,Bardhaman,Bardhaman Market,Onion,2026-08-01,3,2026-11-01,2837.662258064516,3125.6811980019856,3067.746756451613,3176.672175268817,108.92541881720445,10.14986681797426,RISING
West Bengal,Bardhaman,Bardhaman Market,Potato,2026-08-01,3,2026-11-01,1520.0083870967742,1771.6291310908161,1743.780092784727,1805.7863425627243,62.006249777997255,16.55390497381657,RISING
West Bengal,Bardhaman,Bardhaman Market,Rice,2026-08-01,3,2026-11-01,3679.471612903226,3220.715913650438,3158.599843655914,3296.083236335618,137.48339267970414,-12.46797767494704,FALLING
West Bengal,Bardhaman,Bardhaman Market,Tomato,2026-08-01,3,2026-11-01,1949.377741935484,1972.1753662328927,1879.4596298924732,2072.244044623656,192.78441473118278,1.1694821279109062,STABLE
West Bengal,Bardhaman,Bardhaman Market,Wheat,2026-08-01,3,2026-11-01,3681.6438709677423,3770.9517553885144,3734.522770564516,3810.7602119815665,76.23744141705038,2.4257610880027074,RISING
West Bengal,Malda,Malda Market,Onion,2026-08-01,3,2026-11-01,3338.2883870967744,3285.9054947766294,3225.32917983871,3371.9127793010753,146.58359946236533,-1.5691541965821902,STABLE
West Bengal,Malda,Malda Market,Potato,2026-08-01,3,2026-11-01,1580.2548387096774,1446.4014858940347,1409.8092100806452,1488.3585204301078,78.54931034946253,-8.470365002959756,FALLING
West Bengal,Malda,Malda Market,Rice,2026-08-01,3,2026-11-01,3357.635483870968,3040.165480419443,2968.2774721774194,3099.687672162485,131.41019998506545,-9.455165844432836,FALLING
West Bengal,Malda,Malda Market,Tomato,2026-08-01,3,2026-11-01,2032.1416129032257,1828.8341733105158,1762.1360131336407,1881.702455875576,119.56644274193536,-10.004590147743396,FALLING
West Bengal,Malda,Malda Market,Wheat,2026-08-01,3,2026-11-01,3775.25741935484,3645.8363760070006,3578.0119270353307,3684.8419984794173,106.83007144408657,-3.4281382425560865,FALLING
West Bengal,Siliguri,Siliguri Market,Onion,2026-08-01,3,2026-11-01,3465.6312903225808,3247.208918118433,3188.0127591397854,3340.787212544803,152.77445340501754,-6.3025277043772645,FALLING
West Bengal,Siliguri,Siliguri Market,Potato,2026-08-01,3,2026-11-01,1754.2367741935482,1597.4965917804632,1555.5706019354836,1681.4513952263612,125.88079329087759,-8.934950214183091,FALLING
West Bengal,Siliguri,Siliguri Market,Rice,2026-08-01,3,2026-11-01,3312.9729032258065,3086.251973394332,3018.8153274193546,3168.56257764977,149.74725023041537,-6.843428438871895,FALLING
West Bengal,Siliguri,Siliguri Market,Tomato,2026-08-01,3,2026-11-01,2033.830967741936,2106.94421668921,2069.353698924731,2151.345292319508,81.99159339477728,3.594853756625014,RISING
West Bengal,Siliguri,Siliguri Market,Wheat,2026-08-01,3,2026-11-01,3775.457096774194,3309.3018591556856,3246.2988405529964,3351.9518896774193,105.65304912442298,-12.346988077729664,FALLING
