state,district,commodity,forecast_month_1m,forecast_price_1m,lower_bound_1m,upper_bound_1m,price_change_pct_1m,market_signal_1m,uncertainty_level_1m,weather_risk_level_1m,weather_disruption_score_1m,weather_data_status_1m,forecast_month_2m,forecast_price_2m,lower_bound_2m,upper_bound_2m,price_change_pct_2m,market_signal_2m,uncertainty_level_2m,weather_risk_level_2m,weather_disruption_score_2m,weather_data_status_2m,forecast_month_3m,forecast_price_3m,lower_bound_3m,upper_bound_3m,price_change_pct_3m,market_signal_3m,uncertainty_level_3m,weather_risk_level_3m,weather_disruption_score_3m,weather_data_status_3m,current_price,forecast_trajectory,multi_horizon_signal,weather_risk_level,weather_disruption_score,weather_data_status,suitability_status,profitability_status,decision_note
Uttar Pradesh,Lucknow,Potato,2026-09-01,1671.716276260278,1634.81773234767,1707.7401075268815,-4.117095419666012,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1606.6260981422445,1563.3272686379928,1677.094436923963,-7.850405566989509,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1573.999648219265,1543.7237777777775,1605.6209034408605,-9.721727171728745,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1743.497741935484,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Lucknow,Rice,2026-09-01,3054.511141181636,3003.9274528315414,3110.546093010753,-3.764565426399973,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3063.2058530478084,3013.272342857143,3110.3793150537635,-3.4906298156725404,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3117.6313102537792,3069.818767634408,3203.7309135483874,-1.775901244063112,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3173.998387096774,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Lucknow,Tomato,2026-09-01,2004.6091623590432,1984.5264389208908,2023.0956629800305,-4.6050503354167525,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1912.8412526895413,1891.1187295161287,1937.309488821593,-8.97208371435439,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1846.5413505602696,1828.96542249104,1869.671042754736,-12.127150519968373,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2101.3787096774195,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Lucknow,Wheat,2026-09-01,3065.771840233565,3016.9261522580646,3111.5553312479474,-2.5283261817671203,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2985.2238439866824,2931.384386200717,3024.219219815668,-5.089230393181055,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3002.5691925237334,2950.739076920123,3066.6968518996414,-4.537760733019328,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3145.2951612903225,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Varanasi,Onion,2026-09-01,2913.339660385359,2881.820733145162,2954.6057880525686,4.5150078333386094,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3075.659794060677,3024.1452823924733,3132.1210878494626,10.338183988617542,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3251.818407160304,3168.239163306452,3326.10815967742,16.657810593907453,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2787.4845161290323,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Varanasi,Potato,2026-09-01,1630.4093906109526,1614.683944489247,1652.79365124808,-5.759863206295778,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1581.8812987442204,1553.7383451612905,1629.5348919354838,-8.564860553707135,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1563.9408774881465,1539.9227351766517,1588.0059743471586,-9.601844125468544,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1730.058387096774,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Varanasi,Rice,2026-09-01,3797.818688404855,3762.011692951016,3828.984946236559,-1.1924069325637487,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3726.136328691861,3655.41356374808,3797.064726451613,-3.0573620580571115,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3644.150486563516,3564.9158852534565,3740.658322580645,-5.190382191704154,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3843.6506451612895,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Varanasi,Tomato,2026-09-01,1880.6916296557629,1841.1181335125448,1907.4414881720431,1.049520701430378,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1951.680400637341,1890.951975,2001.0515901497693,4.863745835289823,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,2034.3156379187217,1971.329893018982,2099.8839118996416,9.303735352263898,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1861.1583870967745,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
Uttar Pradesh,Varanasi,Wheat,2026-09-01,3139.3047307795323,3093.77244,3202.70154983871,-2.143863231130597,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3160.084259023773,3114.5989651135005,3220.6675604838706,-1.4961388041502048,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3291.708023914216,3206.511708870968,3397.85721812596,2.606742006644602,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3208.081612903226,VARIABLE_TRAJECTORY,MIXED,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Bardhaman,Onion,2026-09-01,2845.8123851039204,2806.2048900000004,2888.5600944700464,0.2872127229462167,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2970.4689693086552,2899.137421236559,3102.52161155914,4.680145104185953,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3125.6811980019856,3067.746756451613,3176.672175268817,10.14986681797426,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2837.662258064516,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Bardhaman,Potato,2026-09-01,1595.6468793064969,1568.721392050691,1623.7004284331797,4.9761891349950185,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,1686.982594929763,1656.494258294931,1719.3765074884795,10.985084638375628,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1771.629131090816,1743.780092784727,1805.7863425627245,16.553904973816557,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1520.0083870967742,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Bardhaman,Rice,2026-09-01,3484.722803923903,3445.932977419355,3548.361084301076,-5.292847165782575,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3363.6208452200767,3282.3666880184333,3437.85712874552,-8.584133835290885,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3220.715913650438,3158.599843655914,3296.083236335618,-12.46797767494704,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3679.471612903226,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Bardhaman,Tomato,2026-09-01,1988.4354279674133,1939.946418709677,2036.07000499232,2.0035976194716354,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,2006.173391741004,1920.6156775,2088.4744957910907,2.913527151958204,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,1972.1753662328929,1879.4596298924728,2072.244044623656,1.169482127910918,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,1949.377741935484,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Bardhaman,Wheat,2026-09-01,3768.878015295572,3732.024032258064,3812.084289833822,2.36943461630632,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-10-01,3783.120407146303,3755.590104193549,3820.6255378494616,2.756283327096682,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,2026-11-01,3770.9517553885134,3734.522770564516,3810.760211981568,2.425761088002683,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,3681.6438709677423,CONSISTENTLY_RISING,CONSISTENTLY_RISING,LOW,0,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Malda,Onion,2026-09-01,3370.9541044473262,3325.6283174193545,3442.1203290322583,0.9785169393037496,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,3371.118617464783,3306.299443548387,3441.3495241935484,0.9834450041795234,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3285.905494776629,3225.32917983871,3371.912779301076,-1.569154196582204,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3338.2883870967744,CONSISTENTLY_STABLE,MIXED,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Malda,Potato,2026-09-01,1508.7009843407068,1462.4197097371566,1545.75218120474,-4.527994638345571,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,1454.2399879064617,1423.9874413210446,1509.9558075268817,-7.974337285124873,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,1446.4014858940347,1409.8092100806452,1488.3585204301078,-8.470365002959756,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,1580.2548387096774,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Malda,Rice,2026-09-01,3226.0558775742184,3149.9918834408604,3273.829640399386,-3.918817481195235,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,3073.1756656463185,3000.369761290322,3144.5305114247312,-8.472027996818166,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3040.165480419443,2968.2774721774194,3099.687672162485,-9.455165844432836,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3357.635483870968,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Malda,Tomato,2026-09-01,1930.492975773722,1902.361893609832,1956.09601344086,-5.002044960059796,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,1868.919816670936,1800.9668258064517,1932.2774435483875,-8.0320089503557,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,1828.834173310516,1762.1360131336407,1881.702455875576,-10.004590147743386,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2032.1416129032257,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Malda,Wheat,2026-09-01,3787.6311436915103,3763.594664731183,3818.609003110599,0.3277584271004489,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-10-01,3747.573484634786,3679.16876344086,3790.9937212903214,-0.7332992600219793,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,2026-11-01,3645.8363760070006,3578.0119270353307,3684.841998479417,-3.4281382425560865,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,3775.25741935484,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,HIGH,3,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Siliguri,Onion,2026-09-01,3437.250354051726,3401.4898410394267,3473.341261290323,-0.818925439359509,STABLE,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-10-01,3359.825321125741,3323.221038440861,3403.126107741936,-3.053007095483353,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-11-01,3247.208918118433,3188.012759139785,3340.787212544803,-6.3025277043772645,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,3465.6312903225808,VARIABLE_TRAJECTORY,MIXED_WITH_DOWNWARD_SIGNALS,MODERATE,1,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Siliguri,Potato,2026-09-01,1643.8093174207756,1617.8301991039427,1680.03506827957,-6.294900346251028,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-10-01,1615.9407863366923,1559.4001733333337,1687.3012660714285,-7.883541714055836,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-11-01,1597.4965917804632,1555.5706019354836,1681.4513952263612,-8.934950214183091,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,1754.2367741935482,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,MODERATE,1,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Siliguri,Rice,2026-09-01,3176.153829227646,3132.8136384024574,3232.609243032697,-4.129797556295775,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-10-01,3130.194339335118,3044.201270967742,3197.8980492473124,-5.517055805458564,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-11-01,3086.251973394332,3018.8153274193546,3168.56257764977,-6.843428438871895,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,3312.9729032258065,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,MODERATE,1,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Siliguri,Tomato,2026-09-01,2063.744346209824,1940.397677141268,2123.534896221198,1.4707898022174033,STABLE,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-10-01,2117.2114920752133,2082.5090335445466,2161.3778139784945,4.099678176591566,RISING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-11-01,2106.94421668921,2069.353698924731,2151.345292319508,3.594853756625014,RISING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2033.830967741936,VARIABLE_TRAJECTORY,MIXED_WITH_UPWARD_SIGNALS,MODERATE,1,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
West Bengal,Siliguri,Wheat,2026-09-01,3622.11451643996,3588.640626497696,3652.1062447311824,-4.061563312830439,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-10-01,3441.509723484864,3370.448581468071,3494.9147439463763,-8.845217008946,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,2026-11-01,3309.3018591556856,3246.2988405529964,3351.95188967742,-12.346988077729664,FALLING,LOW,MODERATE,1,SYNTHETIC_DEMO_DATA,3775.457096774194,CONSISTENTLY_FALLING,CONSISTENTLY_FALLING,MODERATE,1,SYNTHETIC_DEMO_DATA,NOT_ASSESSED,NOT_ASSESSED,Market forecasts are shown separately from crop suitability and profitability. No crop ranking is created by this comparison.
